timelst,entropy_for_whole_project,NumEliteUser,NumPeripheralUser,RatioEliteUser,ProjectAge,NumOpenIssue,NumOpenPull,IssueAvgEvent,UserAvgEvent,entropy_for_peripheral_developer,entropy_for_whole_project_standard,NumEliteUser_standard,NumPeripheralUser_standard,RatioEliteUser_standard,projectAge_standard,NumOpenIssue_standard,NumOpenPull_standard,IssueAvgEvent_standard,UserAvgEvent_standard,entropy_for_peripheral_developer_standard
2013-05-29,120.06421480318755,0,0,0.0,3075,0,0,4.666666666666667,4.857142857142857,66.9935052281029,-0.7446012501705895,-2.1466578639593044,-2.0044300742964936,-2.0300685911462595,-1.731223284943538,-2.023590643140048,-1.504456946546413,0.4496429546841286,0.1517589721332501,-0.2900215894418775
2013-05-30,417.27541889386646,5,1,0.7142857142857143,3076,1,2,7.391304347826087,6.611111111111111,213.93316068130807,0.3744484585922252,-2.0257405521541063,-2.002107160020689,11.247614295356014,-1.7301198921551737,-2.02060038445612,-1.503864115088432,2.1526452334155346,0.7365069994007318,1.909025179727707
2013-05-31,171.86021017783466,6,11,0.3333333333333333,3077,12,11,5.454545454545454,4.888888888888889,79.23769274334508,-0.5495806966338705,-2.001557089793067,-1.9788780172626383,4.166183422554801,-1.7290164993668096,-1.987707538932912,-1.5011963735275176,0.9420971919575232,0.1623426468349242,-0.1067794216727101
2013-06-01,62.70322440423765,8,8,0.4705882352941176,3078,10,14,4.666666666666667,3.0,25.053214358476,-0.9605749372887482,-1.953190165070988,-1.985846760090053,6.717581310549355,-1.7279131065784452,-1.993688056300768,-1.500307126340546,0.4496429546841286,-0.4673859979146716,-0.9176851078462546
2013-06-02,108.24413912761462,9,7,0.5294117647058824,3079,11,15,8.428571428571429,4.285714285714286,69.48738479658513,-0.7891058047104267,-1.929006702709948,-1.9881696743658583,7.811037548261307,-1.726809713790081,-1.99069779761684,-1.5000107106115557,2.800976648038965,-0.0387471724968796,-0.252699072311603
2013-06-03,451.6550979523008,9,9,0.4736842105263157,3080,17,16,8.714285714285714,7.176470588235294,199.62196534677545,0.5038936790555899,-1.929006702709948,-1.9835238458142483,6.775131638849983,-1.7257063210017167,-1.9727562455132723,-1.499714294882565,2.979558953863383,0.924989794455542,1.6948489060302283
2013-06-04,144.87542899384647,8,13,0.3636363636363636,3081,14,23,7.333333333333333,5.666666666666667,64.57173266172192,-0.6511828943617769,-1.953190165070988,-1.9742321887110283,4.729479060163989,-1.7246029282133524,-1.981727021565056,-1.4976393847796317,2.116411142378696,0.4216426770259342,-0.3262649787525298
2013-06-05,89.7527145678141,9,12,0.4090909090909091,3082,15,27,4.6,4.222222222222222,22.08033076311501,-0.8587290994700044,-1.929006702709948,-1.976555102986833,5.574422516577771,-1.7234995354249882,-1.9787367628811283,-1.4964537218636698,0.407973749991764,-0.0599145219002273,-0.9621762293568652
2013-06-06,57.11031312388744,9,15,0.36,3083,16,29,8.4,2.75,42.82705835329259,-0.9816331802259916,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.722396142636624,-1.9757465041972,-1.4958608904056887,2.783118417456524,-0.5507324361903534,-0.6516880623790223
2013-06-07,130.39254544312814,9,15,0.36,3084,18,30,4.923076923076923,5.5,44.59187112131277,-0.7057133642646959,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.7212927498482595,-1.9697659868293445,-1.495564474676698,0.609909126577837,0.3660783848421463,-0.6252765004100349
2013-06-08,30.13896548741762,10,14,0.4,3085,27,31,4.333333333333333,2.6,13.475559288989023,-1.0831847984090113,-1.9048232403489087,-1.9719092744352231,5.405433825295014,-1.7201893570598954,-1.9428536586739928,-1.4952680589477076,0.2412969312223072,-0.6007402991557624,-1.090952187427935
2013-06-09,6.754887502163468,9,15,0.36,3086,27,32,1.3333333333333333,1.0,1.9182958340544896,-1.1712297485956868,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.719085964271531,-1.9428536586739928,-1.4949716432187172,-1.633817279934081,-1.134157504120126,-1.263914093338414
2013-06-10,26.36452797660028,9,15,0.36,3087,29,32,2.5,1.4,5.491853096329674,-1.0973961845852032,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.717982571483167,-1.9368731413061369,-1.4949716432187172,-0.9046061978177078,-1.0008032028790352,-1.2104335027666513
2013-06-11,111.49568220123436,9,15,0.36,3088,31,33,3.3076923076923075,5.142857142857143,20.02227183147767,-0.7768632032220463,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.7168791786948026,-1.9308926239382809,-1.4946752274897266,-0.3997677563525263,0.2470120444483152,-0.9929764094064164
2013-06-12,230.81360433064145,9,15,0.36,3089,33,34,5.722222222222222,7.5,112.40501815197707,-0.327611344034532,-1.929006702709948,-1.969586360159418,4.661883583650885,-1.7157757859064382,-1.9249121065704249,-1.4943788117607362,1.109405362313228,1.0328498910476005,0.3895910071056262
2013-06-13,10.754887502163468,8,16,0.32,3090,30,38,1.25,1.0,4.584962500721156,-1.1561690820614414,-1.953190165070988,-1.967263445883613,3.918333342006759,-1.714672393118074,-1.9338828826222088,-1.4931931488447745,-1.6859037857995365,-1.134157504120126,-1.224005705778236
2013-06-14,129.72277441289154,8,16,0.32,3091,31,38,4.545454545454546,3.727272727272727,43.23191869304116,-0.7082351637998688,-1.953190165070988,-1.967263445883613,3.918333342006759,-1.7135690003297095,-1.9308926239382809,-1.4931931488447745,0.3738807643343756,-0.2249236320217792,-0.6456290661241106
