timelst,entropy_for_whole_project,NumEliteUser,NumPeripheralUser,RatioEliteUser,ProjectAge,NumOpenIssue,NumOpenPull,IssueAvgEvent,UserAvgEvent,entropy_for_peripheral_developer,entropy_for_whole_project_standard,NumEliteUser_standard,NumPeripheralUser_standard,RatioEliteUser_standard,projectAge_standard,NumOpenIssue_standard,NumOpenPull_standard,IssueAvgEvent_standard,UserAvgEvent_standard,entropy_for_peripheral_developer_standard
2013-05-06,4.754887502163468,0,0,0.0,3052,0,0,2.0,2.0,3.169925001442312,-0.9430858911552332,-1.804987748807304,-1.661495886199871,-1.0867484973953,-1.731229303131465,-1.3610549338904423,-0.9874204148831376,-0.7365230423923268,-0.799471629201429,-1.0924703805139844
2013-05-07,3.9001345298901247,0,1,0.0,3053,1,0,5.0,2.5,3.2501121082417708,-0.9454927084482316,-1.804987748807304,-1.6597032598675394,-1.0867484973953,-1.7301339350181264,-1.3591794909969035,-0.9874204148831376,1.3833212283741598,-0.5769089244508253,-1.0913356418771856
2013-05-08,0.0,0,2,0.0,3054,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.729038566904788,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-09,0.0,0,2,0.0,3055,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.7279431987914493,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-10,0.0,0,2,0.0,3056,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.726847830678111,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-11,0.0,0,2,0.0,3057,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.7257524625647724,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-12,0.0,0,2,0.0,3058,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.724657094451434,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-13,0.0,0,2,0.0,3059,1,0,0.0,0.0,0.0,-0.95647472493259,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.7235617263380956,-1.3591794909969035,-0.9874204148831376,-2.149752556236652,-1.689722448203844,-1.137328419648471
2013-05-14,2.0,0,2,0.0,3060,1,0,1.0,1.0,1.0,-0.950843115868752,-1.804987748807304,-1.6579106335352078,-1.0867484973953,-1.722466358224757,-1.3591794909969035,-0.9874204148831376,-1.443137799314489,-1.2445970387026366,-1.1231772838600609
2013-05-15,14.264662506490405,0,3,0.0,3061,2,0,2.0,3.0,3.169925001442312,-0.9163082236005192,-1.804987748807304,-1.6561180072028765,-1.0867484973953,-1.7213709901114185,-1.3573040481033651,-0.9874204148831376,-0.7365230423923268,-0.3543462197002215,-1.0924703805139844
2013-05-16,23.219280948873624,1,3,0.2,3062,1,0,6.0,3.0,16.99735285398626,-0.8910937684088511,-1.75630458028486,-1.6561180072028765,2.6044603531256643,-1.7202756219980802,-1.3591794909969035,-0.9874204148831376,2.089935985296322,-0.3543462197002215,-0.8967965713681898
2013-05-17,27.01955000865388,1,4,0.1666666666666666,3063,2,0,2.6,6.5,2.5032583347756456,-0.8803929535678103,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.7191802538847416,-1.3573040481033651,-0.9874204148831376,-0.3125541882390293,1.2035927135540043,-1.101904471039591
2013-05-18,4.754887502163468,1,4,0.1666666666666666,3064,3,0,2.0,2.0,0.0,-0.9430858911552332,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.718084885771403,-1.3554286052098266,-0.9874204148831376,-0.7365230423923268,-0.799471629201429,-1.137328419648471
2013-05-19,2.0,1,4,0.1666666666666666,3065,4,0,1.0,1.0,1.0,-0.950843115868752,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.7169895176580647,-1.3535531623162882,-0.9874204148831376,-1.443137799314489,-1.2445970387026366,-1.1231772838600609
2013-05-20,6.0,1,4,0.1666666666666666,3066,4,0,1.0,1.5,1.0,-0.939579897741076,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.7158941495447262,-1.3535531623162882,-0.9874204148831376,-1.443137799314489,-1.0220343339520328,-1.1231772838600609
2013-05-21,2.0,1,4,0.1666666666666666,3067,3,0,1.0,1.0,0.0,-0.950843115868752,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.7147987814313876,-1.3554286052098266,-0.9874204148831376,-1.443137799314489,-1.2445970387026366,-1.137328419648471
2013-05-22,6.754887502163468,1,4,0.1666666666666666,3068,3,0,1.5,3.0,0.0,-0.9374542820913953,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.713703413318049,-1.3554286052098266,-0.9874204148831376,-1.089830420853408,-0.3543462197002215,-1.137328419648471
2013-05-23,9.509775004326936,1,4,0.1666666666666666,3069,3,0,2.0,2.0,3.169925001442312,-0.9296970573778764,-1.75630458028486,-1.6543253808705447,1.989258878038836,-1.7126080452047108,-1.3554286052098266,-0.9874204148831376,-0.7365230423923268,-0.799471629201429,-1.0924703805139844
