timelst,communicative,organizational,typical,supportive,entropy_for_peripheral_developer,communicative_standard,organizational_standard,typical_standard,supportive_standard,entropy_for_peripheral_developer_standard
2015-11-09,4,0,0,4,334.58162963993146,-0.8927451100792242,-2.354733413696894,-1.81018725832943,-1.3220714184928877,-0.0002855846864065
2015-11-10,4,0,0,5,360.20660134434684,-0.8927451100792242,-2.354733413696894,-1.81018725832943,-0.8790127030851352,0.1348700084806615
2015-11-11,4,1,0,3,493.2361199199924,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-1.76513013390064,0.8365169682984879
2015-11-12,4,1,0,5,255.56512360672448,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-0.8790127030851352,-0.417047908020685
2015-11-13,4,1,0,3,159.78491351018604,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-1.76513013390064,-0.9222282164552692
2015-11-14,3,1,0,3,36.19578661098468,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-1.76513013390064,-1.574083053515769
2015-11-15,4,1,0,2,81.4026662048227,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.2081888493083923,-1.3356452243069816
2015-11-16,4,1,0,3,74.06110733026794,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-1.76513013390064,-1.3743673253850652
2015-11-17,4,2,0,3,64.7667102067814,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-1.4233894187885348
2015-11-18,4,1,0,4,140.0151076417182,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-1.3220714184928877,-1.0265014960425456
2015-11-19,2,2,0,5,90.45212068261084,-3.945620619794166,-0.1008956333730709,-1.81018725832943,-0.8790127030851352,-1.2879150491523654
2015-11-20,3,2,0,1,53.17475996577053,-2.419182864936695,-0.1008956333730709,-1.81018725832943,-2.6512475647161446,-1.4845296584289556
2015-11-21,3,0,0,0,31.101254174599383,-2.419182864936695,-2.354733413696894,-1.81018725832943,-3.094306280123897,-1.600953504780692
2015-11-22,2,0,0,0,41.86545194034628,-3.945620619794166,-2.354733413696894,-1.81018725832943,-3.094306280123897,-1.5441791383236756
2015-11-23,4,1,0,0,87.38321746982378,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-3.094306280123897,-1.3041015815271535
2015-11-24,4,1,0,2,121.77046178569717,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.2081888493083923,-1.1227305167508388
2015-11-25,4,2,0,0,80.90312165582884,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-3.094306280123897,-1.3382800073073862
2015-11-26,1,2,0,1,62.086700479440985,-5.4720583746516365,-0.1008956333730709,-1.81018725832943,-2.6512475647161446,-1.4375247828611433
2015-11-27,3,1,0,1,69.16330075774765,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-2.6512475647161446,-1.4002001715697296
2015-11-28,3,1,0,1,22.169925001442312,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-2.6512475647161446,-1.6480606433208835
2015-11-29,3,2,0,1,16.253808062006705,-2.419182864936695,-0.1008956333730709,-1.81018725832943,-2.6512475647161446,-1.6792644355989206
2015-11-30,4,1,0,2,45.8296962978176,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.2081888493083923,-1.523270245085721
2015-12-01,4,2,0,2,87.75783697754112,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-2.2081888493083923,-1.3021256994711057
2015-12-02,4,2,0,3,134.3704906001,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-1.0562732972863065
2015-12-03,4,2,0,3,101.51041913814208,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-1.2295894867121044
2015-12-04,4,1,0,1,56.38506628485602,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.6512475647161446,-1.4675973136908258
2015-12-05,4,0,0,2,69.76751642017885,-0.8927451100792242,-2.354733413696894,-1.81018725832943,-2.2081888493083923,-1.3970133143431651
2015-12-06,4,1,0,2,26.83909155174498,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.2081888493083923,-1.623433729309765
2015-12-07,3,1,0,5,105.95067642831664,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-0.8790127030851352,-1.2061699249350064
2015-12-08,5,2,0,3,131.70822006206078,0.6336926447782467,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-1.070315098303316
2015-12-09,3,1,0,5,82.37388135059362,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-0.8790127030851352,-1.330522675855664
2015-12-10,5,2,0,3,145.33010183992346,0.6336926447782467,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-0.9984682477789318
2015-12-11,3,1,0,4,108.42558337097576,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-1.3220714184928877,-1.1931163489261498
2015-12-12,4,1,0,2,42.80465698559717,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-2.2081888493083923,-1.539225423000177
2015-12-13,3,1,0,3,64.85963339937717,-2.419182864936695,-1.2278145235349829,-1.81018725832943,-1.76513013390064,-1.4228993074487395
2015-12-14,4,1,0,3,108.92791047192044,-0.8927451100792242,-1.2278145235349829,-1.81018725832943,-1.76513013390064,-1.190466889716001
2015-12-15,4,2,0,2,110.29961009455003,-0.8927451100792242,-0.1008956333730709,-1.81018725832943,-2.2081888493083923,-1.1832320377800822
2015-12-16,3,2,0,3,72.24120698219451,-2.419182864936695,-0.1008956333730709,-1.81018725832943,-1.76513013390064,-1.3839661539764128
